Host	Symbiont
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3859
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3869
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3861
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3853
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3867
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3851
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3885
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3896
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3904
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3907
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3905
Peromyscus_leucopus	g__Duncaniella___Peromyscus_leucopus___3942
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3960
Peromyscus_leucopus	g__Duncaniella___Peromyscus_leucopus___3944
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3956
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3840
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3854
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3857
Apodemus_flavicollis	s__Duncaniella_sp001689575___Apodemus_flavicollis___522
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3931
Neotoma_lepida	g__Duncaniella___Neotoma_lepida___3936
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3919
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3917
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3924
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3890
Microtus_agrestis	g__Duncaniella___Microtus_agrestis___3877
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3892
Peromyscus_leucopus	g__Duncaniella___Peromyscus_leucopus___3945
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3951
Peromyscus_maniculatus	g__Duncaniella___Peromyscus_maniculatus___3948
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3933
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___532
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___533
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___534
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___536
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___537
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___538
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___539
Mus_musculus_domesticus	s__Duncaniella_freteri___Mus_musculus_domesticus___535
Microtus_agrestis	g__Duncaniella___Microtus_agrestis___3876
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3895
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3893
Microtus_agrestis	g__Duncaniella___Microtus_agrestis___3875
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3916
Microtus_arvalis	g__Duncaniella___Microtus_arvalis___3880
Peromyscus_californicus	g__Duncaniella___Peromyscus_californicus___3937
Peromyscus_eremicus	g__Duncaniella___Peromyscus_eremicus___3940
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3958
Peromyscus_maniculatus	g__Duncaniella___Peromyscus_maniculatus___3946
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3959
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3957
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3903
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3915
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3930
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3932
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3918
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3926
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3922
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3923
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3925
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3921
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3883
Mus_musculus_domesticus	s__Duncaniella_dubosii___Mus_musculus_domesticus___541
Apodemus_flavicollis	s__Duncaniella_dubosii___Apodemus_flavicollis___540
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3841
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3845
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3844
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3849
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3856
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3855
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3950
Rattus_norvegicus	s__Duncaniella_sp900544535___Rattus_norvegicus___514
Rattus_norvegicus	s__Duncaniella_sp900544535___Rattus_norvegicus___516
Rattus_norvegicus	s__Duncaniella_sp900544535___Rattus_norvegicus___517
Rattus_norvegicus	s__Duncaniella_sp900544535___Rattus_norvegicus___515
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3839
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3846
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3863
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3865
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3872
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3954
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3906
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3961
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3952
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3884
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3886
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3962
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3965
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3963
Peromyscus_leucopus	g__Duncaniella___Peromyscus_leucopus___3943
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3927
Neotoma_lepida	g__Duncaniella___Neotoma_lepida___3935
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3964
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3966
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3967
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3969
Rattus_norvegicus	g__Duncaniella___Rattus_norvegicus___3968
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3862
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3871
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3864
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3866
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3902
Mus_musculus_domesticus	g__Duncaniella___Mus_musculus_domesticus___3901
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3928
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3888
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3898
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3889
Microtus_oeconomus	g__Duncaniella___Microtus_oeconomus___3900
Myodes_glareolus	g__Duncaniella___Myodes_glareolus___3920
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3887
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3897
Microtus_arvalis	g__Duncaniella___Microtus_arvalis___3879
Microtus_arvalis	g__Duncaniella___Microtus_arvalis___3881
Microtus_agrestis	g__Duncaniella___Microtus_agrestis___3878
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3891
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3847
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3858
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3870
Mus_musculus_domesticus	s__Duncaniella_sp002494015___Mus_musculus_domesticus___518
Mus_musculus_domesticus	s__Duncaniella_sp002494015___Mus_musculus_domesticus___519
Peromyscus_leucopus	g__CAG-1031___Peromyscus_leucopus___5165
Neotoma_albigula	g__CAG-1031___Neotoma_albigula___5160
Neotoma_stephensi	g__CAG-1031___Neotoma_stephensi___5163
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5153
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5157
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5154
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5156
Neotoma_albigula	g__CAG-1031___Neotoma_albigula___5161
Neotoma_lepida	g__CAG-1031___Neotoma_lepida___5162
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5155
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5158
Microtus_ochrogaster	g__CAG-1031___Microtus_ochrogaster___5159
Peromyscus_eremicus	f__Muribaculaceae___Peromyscus_eremicus___6234
Neotoma_lepida	g__HGM05190___Neotoma_lepida___3486
Microtus_ochrogaster	g__HGM05190___Microtus_ochrogaster___3482
Microtus_ochrogaster	g__HGM05190___Microtus_ochrogaster___3485
Microtus_ochrogaster	g__HGM05190___Microtus_ochrogaster___3483
Microtus_ochrogaster	g__HGM05190___Microtus_ochrogaster___3484
Peromyscus_californicus	g__Amulumruptor___Peromyscus_californicus___5389
Peromyscus_leucopus	g__Amulumruptor___Peromyscus_leucopus___5393
Peromyscus_maniculatus	g__Amulumruptor___Peromyscus_maniculatus___5394
Neotoma_lepida	g__Amulumruptor___Neotoma_lepida___5388
Peromyscus_eremicus	g__Amulumruptor___Peromyscus_eremicus___5390
Peromyscus_maniculatus	g__Amulumruptor___Peromyscus_maniculatus___5395
Peromyscus_polionotus	g__Amulumruptor___Peromyscus_polionotus___5398
Peromyscus_polionotus	g__Amulumruptor___Peromyscus_polionotus___5397
Peromyscus_sonoriensis	g__Amulumruptor___Peromyscus_sonoriensis___5399
Rattus_norvegicus	s__Amulumruptor_sp900539915___Rattus_norvegicus___826
Rattus_norvegicus	s__Amulumruptor_sp900539915___Rattus_norvegicus___827
Peromyscus_eremicus	g__Amulumruptor___Peromyscus_eremicus___5391
Peromyscus_leucopus	g__Amulumruptor___Peromyscus_leucopus___5392
Peromyscus_maniculatus	g__Amulumruptor___Peromyscus_maniculatus___5396
Microtus_ochrogaster	g__Amulumruptor___Microtus_ochrogaster___5387
Peromyscus_eremicus	g__CAG-1031___Peromyscus_eremicus___5164
Peromyscus_maniculatus	f__Muribaculaceae___Peromyscus_maniculatus___6235
Peromyscus_polionotus	g__Paramuribaculum___Peromyscus_polionotus___2992
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2962
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2964
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2919
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2940
Peromyscus_leucopus	g__Paramuribaculum___Peromyscus_leucopus___2983
Peromyscus_polionotus	g__Paramuribaculum___Peromyscus_polionotus___2993
Peromyscus_maniculatus	g__Paramuribaculum___Peromyscus_maniculatus___2990
Rattus_norvegicus	s__Paramuribaculum_sp009775605___Rattus_norvegicus___333
Rattus_norvegicus	s__Paramuribaculum_sp009775605___Rattus_norvegicus___334
Rattus_norvegicus	s__Paramuribaculum_sp009775605___Rattus_norvegicus___337
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3016
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3017
Rattus_norvegicus	s__Paramuribaculum_sp009775605___Rattus_norvegicus___335
Rattus_norvegicus	s__Paramuribaculum_sp009775605___Rattus_norvegicus___336
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2930
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2932
Peromyscus_leucopus	g__Paramuribaculum___Peromyscus_leucopus___2985
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2967
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2899
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2901
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2903
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2896
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2939
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2975
Mus_musculus_domesticus	s__Paramuribaculum_sp900752995___Mus_musculus_domesticus___326
Mus_musculus_domesticus	s__Paramuribaculum_sp900752995___Mus_musculus_domesticus___327
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3009
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3015
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3013
Rattus_norvegicus	s__Paramuribaculum_sp900553585___Rattus_norvegicus___331
Rattus_norvegicus	s__Paramuribaculum_sp900553585___Rattus_norvegicus___332
Rattus_norvegicus	s__Paramuribaculum_sp900553585___Rattus_norvegicus___328
Rattus_norvegicus	s__Paramuribaculum_sp900553585___Rattus_norvegicus___329
Rattus_norvegicus	s__Paramuribaculum_sp900553585___Rattus_norvegicus___330
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2968
Neotoma_lepida	g__Paramuribaculum___Neotoma_lepida___2981
Mus_musculus_domesticus	g__Paramuribaculum___Mus_musculus_domesticus___2945
Mus_musculus_domesticus	g__Paramuribaculum___Mus_musculus_domesticus___2946
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2972
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2976
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2957
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2955
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2960
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2937
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3018
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___2999
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3000
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3005
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3007
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3006
Microtus_oeconomus	g__Paramuribaculum___Microtus_oeconomus___2943
Microtus_agrestis	g__Paramuribaculum___Microtus_agrestis___2907
Microtus_agrestis	g__Paramuribaculum___Microtus_agrestis___2909
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2942
Microtus_oeconomus	g__Paramuribaculum___Microtus_oeconomus___2944
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2916
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2969
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3011
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2917
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2934
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2923
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2970
Peromyscus_leucopus	g__Paramuribaculum___Peromyscus_leucopus___2984
Neotoma_lepida	g__Paramuribaculum___Neotoma_lepida___2980
Mus_musculus_domesticus	g__Paramuribaculum___Mus_musculus_domesticus___2948
Peromyscus_sonoriensis	g__Paramuribaculum___Peromyscus_sonoriensis___2996
Mus_musculus_domesticus	g__Paramuribaculum___Mus_musculus_domesticus___2947
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2971
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2966
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2928
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2935
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___2998
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3001
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3004
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3002
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3003
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2893
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2894
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2897
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2904
Peromyscus_sonoriensis	g__Paramuribaculum___Peromyscus_sonoriensis___2997
Mus_musculus_domesticus	s__Paramuribaculum_sp001689565___Mus_musculus_domesticus___339
Mus_musculus_domesticus	s__Paramuribaculum_sp001689565___Mus_musculus_domesticus___340
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2956
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2965
Microtus_agrestis	g__Paramuribaculum___Microtus_agrestis___2906
Microtus_arvalis	g__Paramuribaculum___Microtus_arvalis___2910
Microtus_arvalis	g__Paramuribaculum___Microtus_arvalis___2911
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2898
Microtus_agrestis	g__Paramuribaculum___Microtus_agrestis___2908
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2958
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2959
Microtus_arvalis	g__Paramuribaculum___Microtus_arvalis___2913
Microtus_ochrogaster	s__Paramuribaculum_sp001701115___Microtus_ochrogaster___338
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2895
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2918
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2927
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2938
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2929
Peromyscus_eremicus	g__Paramuribaculum___Peromyscus_eremicus___2982
Peromyscus_leucopus	g__Paramuribaculum___Peromyscus_leucopus___2986
Peromyscus_polionotus	g__Paramuribaculum___Peromyscus_polionotus___2995
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2933
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2974
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2915
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2931
Neotoma_lepida	g__Paramuribaculum___Neotoma_lepida___2978
Apodemus_flavicollis	g__Amulumruptor___Apodemus_flavicollis___5385
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2905
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2900
Apodemus_flavicollis	g__Paramuribaculum___Apodemus_flavicollis___2902
Apodemus_flavicollis	g__Amulumruptor___Apodemus_flavicollis___5386
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3010
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2961
Myodes_glareolus	g__Paramuribaculum___Myodes_glareolus___2963
Microtus_arvalis	g__Paramuribaculum___Microtus_arvalis___2912
Microtus_arvalis	g__Paramuribaculum___Microtus_arvalis___2914
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2920
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2924
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2925
Peromyscus_leucopus	g__Paramuribaculum___Peromyscus_leucopus___2987
Peromyscus_maniculatus	g__Paramuribaculum___Peromyscus_maniculatus___2989
Peromyscus_polionotus	g__Paramuribaculum___Peromyscus_polionotus___2991
Peromyscus_polionotus	g__Paramuribaculum___Peromyscus_polionotus___2994
Neotoma_lepida	g__Paramuribaculum___Neotoma_lepida___2979
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2977
Apodemus_agrarius	g__Paramuribaculum___Apodemus_agrarius___2892
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2941
Peromyscus_maniculatus	g__Paramuribaculum___Peromyscus_maniculatus___2988
Neotoma_albigula	g__Paramuribaculum___Neotoma_albigula___2973
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2921
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2926
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2922
Microtus_ochrogaster	g__Paramuribaculum___Microtus_ochrogaster___2936
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3008
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3012
Rattus_norvegicus	g__Paramuribaculum___Rattus_norvegicus___3014
Peromyscus_maniculatus	g__UBA3263___Peromyscus_maniculatus___2010
Neotoma_albigula	g__UBA3263___Neotoma_albigula___2009
Microtus_ochrogaster	g__UBA3263___Microtus_ochrogaster___1985
Microtus_ochrogaster	g__UBA3263___Microtus_ochrogaster___1994
Apodemus_flavicollis	g__UBA3263___Apodemus_flavicollis___1974
Apodemus_flavicollis	g__UBA3263___Apodemus_flavicollis___1975
Apodemus_flavicollis	g__UBA3263___Apodemus_flavicollis___1977
Apodemus_agrarius	g__UBA3263___Apodemus_agrarius___1967
Apodemus_agrarius	g__UBA3263___Apodemus_agrarius___1968
Apodemus_agrarius	g__UBA3263___Apodemus_agrarius___1971
Apodemus_agrarius	g__UBA3263___Apodemus_agrarius___1969
